song_id,filename,filepath,genre_id,genre
13080,013080.ogg,train/013080.ogg,0,Electronic
11765,011765.ogg,train/011765.ogg,3,Experimental
12744,012744.ogg,train/012744.ogg,3,Experimental
8417,008417.ogg,train/008417.ogg,0,Electronic
11968,011968.ogg,train/011968.ogg,2,Punk
24090,024090.ogg,train/024090.ogg,1,Rock
9288,009288.ogg,train/009288.ogg,8,Pop
2952,002952.ogg,train/002952.ogg,6,Chiptune / Glitch
21669,021669.ogg,train/021669.ogg,0,Electronic
19360,019360.ogg,train/019360.ogg,5,Folk
424,000424.ogg,train/000424.ogg,1,Rock
1880,001880.ogg,train/001880.ogg,3,Experimental
21249,021249.ogg,train/021249.ogg,1,Rock
4566,004566.ogg,train/004566.ogg,0,Electronic
7851,007851.ogg,train/007851.ogg,0,Electronic
7694,007694.ogg,train/007694.ogg,7,Instrumental
6318,006318.ogg,train/006318.ogg,0,Electronic
1740,001740.ogg,train/001740.ogg,7,Instrumental
14635,014635.ogg,train/014635.ogg,0,Electronic
1859,001859.ogg,train/001859.ogg,6,Chiptune / Glitch
12667,012667.ogg,train/012667.ogg,11,Classical
3070,003070.ogg,train/003070.ogg,1,Rock
16036,016036.ogg,train/016036.ogg,0,Electronic
17596,017596.ogg,train/017596.ogg,2,Punk
14600,014600.ogg,train/014600.ogg,9,International
15921,015921.ogg,train/015921.ogg,0,Electronic
15794,015794.ogg,train/015794.ogg,0,Electronic
9249,009249.ogg,train/009249.ogg,7,Instrumental
3975,003975.ogg,train/003975.ogg,7,Instrumental
5240,005240.ogg,train/005240.ogg,9,International
20512,020512.ogg,train/020512.ogg,2,Punk
5455,005455.ogg,train/005455.ogg,9,International
22509,022509.ogg,train/022509.ogg,2,Punk
24136,024136.ogg,train/024136.ogg,4,Hip-Hop
3957,003957.ogg,train/003957.ogg,5,Folk
10900,010900.ogg,train/010900.ogg,2,Punk
9423,009423.ogg,train/009423.ogg,1,Rock
19957,019957.ogg,train/019957.ogg,10,Ambient Electronic
7999,007999.ogg,train/007999.ogg,1,Rock
9346,009346.ogg,train/009346.ogg,0,Electronic
14091,014091.ogg,train/014091.ogg,4,Hip-Hop
22252,022252.ogg,train/022252.ogg,2,Punk
17009,017009.ogg,train/017009.ogg,7,Instrumental
17130,017130.ogg,train/017130.ogg,1,Rock
3953,003953.ogg,train/003953.ogg,0,Electronic
17176,017176.ogg,train/017176.ogg,7,Instrumental
2426,002426.ogg,train/002426.ogg,17,Blues
18854,018854.ogg,train/018854.ogg,0,Electronic
19588,019588.ogg,train/019588.ogg,0,Electronic
12630,012630.ogg,train/012630.ogg,2,Punk
9817,009817.ogg,train/009817.ogg,2,Punk
10079,010079.ogg,train/010079.ogg,0,Electronic
8690,008690.ogg,train/008690.ogg,6,Chiptune / Glitch
12991,012991.ogg,train/012991.ogg,0,Electronic
8262,008262.ogg,train/008262.ogg,3,Experimental
15435,015435.ogg,train/015435.ogg,0,Electronic
24935,024935.ogg,train/024935.ogg,6,Chiptune / Glitch
9013,009013.ogg,train/009013.ogg,10,Ambient Electronic
24681,024681.ogg,train/024681.ogg,7,Instrumental
17775,017775.ogg,train/017775.ogg,7,Instrumental
16467,016467.ogg,train/016467.ogg,2,Punk
21617,021617.ogg,train/021617.ogg,13,Jazz
18198,018198.ogg,train/018198.ogg,6,Chiptune / Glitch
2137,002137.ogg,train/002137.ogg,7,Instrumental
17438,017438.ogg,train/017438.ogg,3,Experimental
3089,003089.ogg,train/003089.ogg,13,Jazz
6124,006124.ogg,train/006124.ogg,2,Punk
19539,019539.ogg,train/019539.ogg,3,Experimental
2297,002297.ogg,train/002297.ogg,11,Classical
24287,024287.ogg,train/024287.ogg,9,International
16300,016300.ogg,train/016300.ogg,9,International
15467,015467.ogg,train/015467.ogg,2,Punk
941,000941.ogg,train/000941.ogg,1,Rock
12020,012020.ogg,train/012020.ogg,9,International
11817,011817.ogg,train/011817.ogg,2,Punk
22520,022520.ogg,train/022520.ogg,2,Punk
20094,020094.ogg,train/020094.ogg,5,Folk
18361,018361.ogg,train/018361.ogg,3,Experimental
16054,016054.ogg,train/016054.ogg,1,Rock
9349,009349.ogg,train/009349.ogg,13,Jazz
22775,022775.ogg,train/022775.ogg,9,International
9959,009959.ogg,train/009959.ogg,10,Ambient Electronic
2662,002662.ogg,train/002662.ogg,0,Electronic
10469,010469.ogg,train/010469.ogg,2,Punk
10757,010757.ogg,train/010757.ogg,2,Punk
2650,002650.ogg,train/002650.ogg,13,Jazz
10205,010205.ogg,train/010205.ogg,1,Rock
19652,019652.ogg,train/019652.ogg,8,Pop
19828,019828.ogg,train/019828.ogg,9,International
15824,015824.ogg,train/015824.ogg,5,Folk
24076,024076.ogg,train/024076.ogg,4,Hip-Hop
21024,021024.ogg,train/021024.ogg,12,Old-Time / Historic
12232,012232.ogg,train/012232.ogg,1,Rock
22650,022650.ogg,train/022650.ogg,8,Pop
20665,020665.ogg,train/020665.ogg,0,Electronic
23822,023822.ogg,train/023822.ogg,0,Electronic
23443,023443.ogg,train/023443.ogg,0,Electronic
3566,003566.ogg,train/003566.ogg,0,Electronic
9863,009863.ogg,train/009863.ogg,3,Experimental
3805,003805.ogg,train/003805.ogg,1,Rock
22032,022032.ogg,train/022032.ogg,3,Experimental
14956,014956.ogg,train/014956.ogg,3,Experimental
21489,021489.ogg,train/021489.ogg,6,Chiptune / Glitch
13118,013118.ogg,train/013118.ogg,1,Rock
8330,008330.ogg,train/008330.ogg,0,Electronic
21222,021222.ogg,train/021222.ogg,0,Electronic
23111,023111.ogg,train/023111.ogg,0,Electronic
14754,014754.ogg,train/014754.ogg,4,Hip-Hop
11668,011668.ogg,train/011668.ogg,9,International
23986,023986.ogg,train/023986.ogg,7,Instrumental
19475,019475.ogg,train/019475.ogg,13,Jazz
4607,004607.ogg,train/004607.ogg,3,Experimental
18248,018248.ogg,train/018248.ogg,10,Ambient Electronic
11448,011448.ogg,train/011448.ogg,0,Electronic
3579,003579.ogg,train/003579.ogg,2,Punk
11060,011060.ogg,train/011060.ogg,4,Hip-Hop
12446,012446.ogg,train/012446.ogg,9,International
5849,005849.ogg,train/005849.ogg,5,Folk
6258,006258.ogg,train/006258.ogg,2,Punk
18737,018737.ogg,train/018737.ogg,9,International
14023,014023.ogg,train/014023.ogg,0,Electronic
22613,022613.ogg,train/022613.ogg,2,Punk
21186,021186.ogg,train/021186.ogg,10,Ambient Electronic
8415,008415.ogg,train/008415.ogg,12,Old-Time / Historic
21958,021958.ogg,train/021958.ogg,3,Experimental
7324,007324.ogg,train/007324.ogg,0,Electronic
485,000485.ogg,train/000485.ogg,10,Ambient Electronic
12486,012486.ogg,train/012486.ogg,1,Rock
3602,003602.ogg,train/003602.ogg,2,Punk
8486,008486.ogg,train/008486.ogg,0,Electronic
4303,004303.ogg,train/004303.ogg,6,Chiptune / Glitch
7625,007625.ogg,train/007625.ogg,13,Jazz
16166,016166.ogg,train/016166.ogg,3,Experimental
391,000391.ogg,train/000391.ogg,0,Electronic
19807,019807.ogg,train/019807.ogg,8,Pop
24844,024844.ogg,train/024844.ogg,2,Punk
20292,020292.ogg,train/020292.ogg,0,Electronic
7758,007758.ogg,train/007758.ogg,8,Pop
17178,017178.ogg,train/017178.ogg,6,Chiptune / Glitch
2252,002252.ogg,train/002252.ogg,3,Experimental
3949,003949.ogg,train/003949.ogg,0,Electronic
7173,007173.ogg,train/007173.ogg,1,Rock
22452,022452.ogg,train/022452.ogg,1,Rock
2477,002477.ogg,train/002477.ogg,10,Ambient Electronic
18398,018398.ogg,train/018398.ogg,3,Experimental
17778,017778.ogg,train/017778.ogg,5,Folk
18352,018352.ogg,train/018352.ogg,2,Punk
6242,006242.ogg,train/006242.ogg,7,Instrumental
14787,014787.ogg,train/014787.ogg,0,Electronic
2549,002549.ogg,train/002549.ogg,18,Easy Listening
14491,014491.ogg,train/014491.ogg,9,International
18351,018351.ogg,train/018351.ogg,7,Instrumental
23179,023179.ogg,train/023179.ogg,6,Chiptune / Glitch
24550,024550.ogg,train/024550.ogg,1,Rock
17661,017661.ogg,train/017661.ogg,13,Jazz
452,000452.ogg,train/000452.ogg,5,Folk
6153,006153.ogg,train/006153.ogg,0,Electronic
20582,020582.ogg,train/020582.ogg,0,Electronic
20715,020715.ogg,train/020715.ogg,0,Electronic
21610,021610.ogg,train/021610.ogg,8,Pop
2570,002570.ogg,train/002570.ogg,0,Electronic
5585,005585.ogg,train/005585.ogg,7,Instrumental
22407,022407.ogg,train/022407.ogg,7,Instrumental
1209,001209.ogg,train/001209.ogg,5,Folk
23269,023269.ogg,train/023269.ogg,0,Electronic
13957,013957.ogg,train/013957.ogg,4,Hip-Hop
9893,009893.ogg,train/009893.ogg,10,Ambient Electronic
17838,017838.ogg,train/017838.ogg,1,Rock
22885,022885.ogg,train/022885.ogg,4,Hip-Hop
9548,009548.ogg,train/009548.ogg,2,Punk
3993,003993.ogg,train/003993.ogg,2,Punk
11055,011055.ogg,train/011055.ogg,1,Rock
4782,004782.ogg,train/004782.ogg,2,Punk
9923,009923.ogg,train/009923.ogg,2,Punk
11774,011774.ogg,train/011774.ogg,0,Electronic
3455,003455.ogg,train/003455.ogg,4,Hip-Hop
4547,004547.ogg,train/004547.ogg,7,Instrumental
24530,024530.ogg,train/024530.ogg,2,Punk
23637,023637.ogg,train/023637.ogg,2,Punk
19612,019612.ogg,train/019612.ogg,5,Folk
4184,004184.ogg,train/004184.ogg,0,Electronic
12519,012519.ogg,train/012519.ogg,15,Soul-RnB
3886,003886.ogg,train/003886.ogg,2,Punk
1020,001020.ogg,train/001020.ogg,12,Old-Time / Historic
2519,002519.ogg,train/002519.ogg,14,Country
13889,013889.ogg,train/013889.ogg,2,Punk
1821,001821.ogg,train/001821.ogg,0,Electronic
24316,024316.ogg,train/024316.ogg,3,Experimental
17566,017566.ogg,train/017566.ogg,0,Electronic
15607,015607.ogg,train/015607.ogg,1,Rock
10666,010666.ogg,train/010666.ogg,5,Folk
18375,018375.ogg,train/018375.ogg,4,Hip-Hop
16831,016831.ogg,train/016831.ogg,0,Electronic
23745,023745.ogg,train/023745.ogg,6,Chiptune / Glitch
1890,001890.ogg,train/001890.ogg,7,Instrumental
21458,021458.ogg,train/021458.ogg,0,Electronic
19353,019353.ogg,train/019353.ogg,0,Electronic
1893,001893.ogg,train/001893.ogg,7,Instrumental
23918,023918.ogg,train/023918.ogg,5,Folk
19468,019468.ogg,train/019468.ogg,16,Spoken
20669,020669.ogg,train/020669.ogg,4,Hip-Hop
13364,013364.ogg,train/013364.ogg,5,Folk
15494,015494.ogg,train/015494.ogg,5,Folk
7406,007406.ogg,train/007406.ogg,10,Ambient Electronic
16986,016986.ogg,train/016986.ogg,13,Jazz
21900,021900.ogg,train/021900.ogg,2,Punk
7443,007443.ogg,train/007443.ogg,10,Ambient Electronic
2981,002981.ogg,train/002981.ogg,4,Hip-Hop
12718,012718.ogg,train/012718.ogg,7,Instrumental
11155,011155.ogg,train/011155.ogg,6,Chiptune / Glitch
13471,013471.ogg,train/013471.ogg,2,Punk
19634,019634.ogg,train/019634.ogg,5,Folk
15787,015787.ogg,train/015787.ogg,2,Punk
14312,014312.ogg,train/014312.ogg,2,Punk
11340,011340.ogg,train/011340.ogg,5,Folk
24462,024462.ogg,train/024462.ogg,7,Instrumental
10659,010659.ogg,train/010659.ogg,9,International
3811,003811.ogg,train/003811.ogg,7,Instrumental
22619,022619.ogg,train/022619.ogg,1,Rock
18832,018832.ogg,train/018832.ogg,2,Punk
70,000070.ogg,train/000070.ogg,4,Hip-Hop
2623,002623.ogg,train/002623.ogg,6,Chiptune / Glitch
16731,016731.ogg,train/016731.ogg,5,Folk
21923,021923.ogg,train/021923.ogg,7,Instrumental
18685,018685.ogg,train/018685.ogg,2,Punk
22785,022785.ogg,train/022785.ogg,8,Pop
10154,010154.ogg,train/010154.ogg,0,Electronic
7388,007388.ogg,train/007388.ogg,4,Hip-Hop
7071,007071.ogg,train/007071.ogg,1,Rock
13972,013972.ogg,train/013972.ogg,3,Experimental
3950,003950.ogg,train/003950.ogg,1,Rock
17781,017781.ogg,train/017781.ogg,1,Rock
8411,008411.ogg,train/008411.ogg,3,Experimental
12605,012605.ogg,train/012605.ogg,13,Jazz
10392,010392.ogg,train/010392.ogg,9,International
10624,010624.ogg,train/010624.ogg,7,Instrumental
4092,004092.ogg,train/004092.ogg,11,Classical
17828,017828.ogg,train/017828.ogg,0,Electronic
9560,009560.ogg,train/009560.ogg,6,Chiptune / Glitch
15880,015880.ogg,train/015880.ogg,1,Rock
17591,017591.ogg,train/017591.ogg,11,Classical
8480,008480.ogg,train/008480.ogg,1,Rock
21236,021236.ogg,train/021236.ogg,6,Chiptune / Glitch
14555,014555.ogg,train/014555.ogg,3,Experimental
23460,023460.ogg,train/023460.ogg,4,Hip-Hop
13387,013387.ogg,train/013387.ogg,0,Electronic
16881,016881.ogg,train/016881.ogg,4,Hip-Hop
16062,016062.ogg,train/016062.ogg,1,Rock
18085,018085.ogg,train/018085.ogg,2,Punk
18630,018630.ogg,train/018630.ogg,6,Chiptune / Glitch
9116,009116.ogg,train/009116.ogg,2,Punk
21555,021555.ogg,train/021555.ogg,2,Punk
6063,006063.ogg,train/006063.ogg,4,Hip-Hop
14147,014147.ogg,train/014147.ogg,3,Experimental
6925,006925.ogg,train/006925.ogg,2,Punk
4167,004167.ogg,train/004167.ogg,8,Pop
6592,006592.ogg,train/006592.ogg,5,Folk
24403,024403.ogg,train/024403.ogg,5,Folk
309,000309.ogg,train/000309.ogg,11,Classical
7113,007113.ogg,train/007113.ogg,3,Experimental
11635,011635.ogg,train/011635.ogg,4,Hip-Hop
19243,019243.ogg,train/019243.ogg,2,Punk
20976,020976.ogg,train/020976.ogg,1,Rock
33,000033.ogg,train/000033.ogg,5,Folk
22927,022927.ogg,train/022927.ogg,2,Punk
621,000621.ogg,train/000621.ogg,1,Rock
12247,012247.ogg,train/012247.ogg,2,Punk
17559,017559.ogg,train/017559.ogg,5,Folk
6221,006221.ogg,train/006221.ogg,0,Electronic
10726,010726.ogg,train/010726.ogg,4,Hip-Hop
24613,024613.ogg,train/024613.ogg,5,Folk
5431,005431.ogg,train/005431.ogg,7,Instrumental
10678,010678.ogg,train/010678.ogg,9,International
3196,003196.ogg,train/003196.ogg,7,Instrumental
8434,008434.ogg,train/008434.ogg,1,Rock
14306,014306.ogg,train/014306.ogg,3,Experimental
3280,003280.ogg,train/003280.ogg,15,Soul-RnB
15047,015047.ogg,train/015047.ogg,6,Chiptune / Glitch
1053,001053.ogg,train/001053.ogg,3,Experimental
17704,017704.ogg,train/017704.ogg,1,Rock
12595,012595.ogg,train/012595.ogg,2,Punk
13655,013655.ogg,train/013655.ogg,4,Hip-Hop
3581,003581.ogg,train/003581.ogg,0,Electronic
4316,004316.ogg,train/004316.ogg,8,Pop
24230,024230.ogg,train/024230.ogg,3,Experimental
13256,013256.ogg,train/013256.ogg,11,Classical
18157,018157.ogg,train/018157.ogg,2,Punk
22936,022936.ogg,train/022936.ogg,2,Punk
6602,006602.ogg,train/006602.ogg,1,Rock
10379,010379.ogg,train/010379.ogg,11,Classical
22946,022946.ogg,train/022946.ogg,2,Punk
19785,019785.ogg,train/019785.ogg,4,Hip-Hop
6653,006653.ogg,train/006653.ogg,4,Hip-Hop
8625,008625.ogg,train/008625.ogg,3,Experimental
10197,010197.ogg,train/010197.ogg,6,Chiptune / Glitch
4179,004179.ogg,train/004179.ogg,1,Rock
864,000864.ogg,train/000864.ogg,8,Pop
13493,013493.ogg,train/013493.ogg,4,Hip-Hop
17084,017084.ogg,train/017084.ogg,6,Chiptune / Glitch
22145,022145.ogg,train/022145.ogg,2,Punk
24331,024331.ogg,train/024331.ogg,5,Folk
16551,016551.ogg,train/016551.ogg,6,Chiptune / Glitch
5781,005781.ogg,train/005781.ogg,7,Instrumental
4800,004800.ogg,train/004800.ogg,7,Instrumental
10028,010028.ogg,train/010028.ogg,7,Instrumental
6871,006871.ogg,train/006871.ogg,10,Ambient Electronic
7972,007972.ogg,train/007972.ogg,5,Folk
7142,007142.ogg,train/007142.ogg,5,Folk
24984,024984.ogg,train/024984.ogg,10,Ambient Electronic
7033,007033.ogg,train/007033.ogg,1,Rock
5311,005311.ogg,train/005311.ogg,2,Punk
22451,022451.ogg,train/022451.ogg,2,Punk
12197,012197.ogg,train/012197.ogg,6,Chiptune / Glitch
24308,024308.ogg,train/024308.ogg,14,Country
11425,011425.ogg,train/011425.ogg,1,Rock
370,000370.ogg,train/000370.ogg,0,Electronic
10982,010982.ogg,train/010982.ogg,0,Electronic
20898,020898.ogg,train/020898.ogg,2,Punk
18797,018797.ogg,train/018797.ogg,9,International
20116,020116.ogg,train/020116.ogg,9,International
3002,003002.ogg,train/003002.ogg,4,Hip-Hop
15200,015200.ogg,train/015200.ogg,1,Rock
16832,016832.ogg,train/016832.ogg,4,Hip-Hop
20492,020492.ogg,train/020492.ogg,10,Ambient Electronic
907,000907.ogg,train/000907.ogg,11,Classical
2364,002364.ogg,train/002364.ogg,7,Instrumental
14100,014100.ogg,train/014100.ogg,1,Rock
5390,005390.ogg,train/005390.ogg,3,Experimental
23566,023566.ogg,train/023566.ogg,6,Chiptune / Glitch
2719,002719.ogg,train/002719.ogg,3,Experimental
12016,012016.ogg,train/012016.ogg,11,Classical
1546,001546.ogg,train/001546.ogg,5,Folk
9436,009436.ogg,train/009436.ogg,10,Ambient Electronic
8599,008599.ogg,train/008599.ogg,9,International
13911,013911.ogg,train/013911.ogg,2,Punk
22186,022186.ogg,train/022186.ogg,4,Hip-Hop
13349,013349.ogg,train/013349.ogg,4,Hip-Hop
1362,001362.ogg,train/001362.ogg,0,Electronic
12317,012317.ogg,train/012317.ogg,0,Electronic
17338,017338.ogg,train/017338.ogg,6,Chiptune / Glitch
428,000428.ogg,train/000428.ogg,2,Punk
2369,002369.ogg,train/002369.ogg,1,Rock
19771,019771.ogg,train/019771.ogg,10,Ambient Electronic
14247,014247.ogg,train/014247.ogg,2,Punk
1869,001869.ogg,train/001869.ogg,0,Electronic
11819,011819.ogg,train/011819.ogg,8,Pop
15626,015626.ogg,train/015626.ogg,4,Hip-Hop
132,000132.ogg,train/000132.ogg,1,Rock
3604,003604.ogg,train/003604.ogg,13,Jazz
3518,003518.ogg,train/003518.ogg,14,Country
10059,010059.ogg,train/010059.ogg,12,Old-Time / Historic
11544,011544.ogg,train/011544.ogg,5,Folk
8179,008179.ogg,train/008179.ogg,1,Rock
13843,013843.ogg,train/013843.ogg,0,Electronic
23510,023510.ogg,train/023510.ogg,3,Experimental
6005,006005.ogg,train/006005.ogg,7,Instrumental
8407,008407.ogg,train/008407.ogg,4,Hip-Hop
17459,017459.ogg,train/017459.ogg,3,Experimental
2447,002447.ogg,train/002447.ogg,1,Rock
9666,009666.ogg,train/009666.ogg,11,Classical
18643,018643.ogg,train/018643.ogg,0,Electronic
1896,001896.ogg,train/001896.ogg,12,Old-Time / Historic
3714,003714.ogg,train/003714.ogg,3,Experimental
11232,011232.ogg,train/011232.ogg,10,Ambient Electronic
4978,004978.ogg,train/004978.ogg,5,Folk
14932,014932.ogg,train/014932.ogg,0,Electronic
4746,004746.ogg,train/004746.ogg,2,Punk
21735,021735.ogg,train/021735.ogg,1,Rock
6174,006174.ogg,train/006174.ogg,3,Experimental
8218,008218.ogg,train/008218.ogg,6,Chiptune / Glitch
10623,010623.ogg,train/010623.ogg,4,Hip-Hop
16479,016479.ogg,train/016479.ogg,2,Punk
20062,020062.ogg,train/020062.ogg,2,Punk
8076,008076.ogg,train/008076.ogg,2,Punk
22278,022278.ogg,train/022278.ogg,2,Punk
170,000170.ogg,train/000170.ogg,5,Folk
15058,015058.ogg,train/015058.ogg,6,Chiptune / Glitch
24446,024446.ogg,train/024446.ogg,1,Rock
21983,021983.ogg,train/021983.ogg,2,Punk
24094,024094.ogg,train/024094.ogg,4,Hip-Hop
2410,002410.ogg,train/002410.ogg,9,International
4000,004000.ogg,train/004000.ogg,1,Rock
11062,011062.ogg,train/011062.ogg,1,Rock
21972,021972.ogg,train/021972.ogg,2,Punk
20954,020954.ogg,train/020954.ogg,12,Old-Time / Historic
10650,010650.ogg,train/010650.ogg,14,Country
13796,013796.ogg,train/013796.ogg,9,International
21256,021256.ogg,train/021256.ogg,13,Jazz
11891,011891.ogg,train/011891.ogg,3,Experimental
7657,007657.ogg,train/007657.ogg,3,Experimental
1991,001991.ogg,train/001991.ogg,3,Experimental
24522,024522.ogg,train/024522.ogg,5,Folk
14148,014148.ogg,train/014148.ogg,1,Rock
22512,022512.ogg,train/022512.ogg,17,Blues
10422,010422.ogg,train/010422.ogg,5,Folk
5672,005672.ogg,train/005672.ogg,3,Experimental
18429,018429.ogg,train/018429.ogg,3,Experimental
11539,011539.ogg,train/011539.ogg,7,Instrumental
8724,008724.ogg,train/008724.ogg,2,Punk
13392,013392.ogg,train/013392.ogg,6,Chiptune / Glitch
9660,009660.ogg,train/009660.ogg,1,Rock
5611,005611.ogg,train/005611.ogg,0,Electronic
18675,018675.ogg,train/018675.ogg,3,Experimental
7619,007619.ogg,train/007619.ogg,0,Electronic
14006,014006.ogg,train/014006.ogg,1,Rock
617,000617.ogg,train/000617.ogg,10,Ambient Electronic
12743,012743.ogg,train/012743.ogg,2,Punk
8365,008365.ogg,train/008365.ogg,6,Chiptune / Glitch
22364,022364.ogg,train/022364.ogg,0,Electronic
17092,017092.ogg,train/017092.ogg,4,Hip-Hop
11417,011417.ogg,train/011417.ogg,10,Ambient Electronic
1585,001585.ogg,train/001585.ogg,6,Chiptune / Glitch
20540,020540.ogg,train/020540.ogg,4,Hip-Hop
458,000458.ogg,train/000458.ogg,0,Electronic
7180,007180.ogg,train/007180.ogg,0,Electronic
7006,007006.ogg,train/007006.ogg,3,Experimental
940,000940.ogg,train/000940.ogg,4,Hip-Hop
3329,003329.ogg,train/003329.ogg,0,Electronic
16585,016585.ogg,train/016585.ogg,13,Jazz
14877,014877.ogg,train/014877.ogg,4,Hip-Hop
14610,014610.ogg,train/014610.ogg,1,Rock
1065,001065.ogg,train/001065.ogg,2,Punk
13730,013730.ogg,train/013730.ogg,5,Folk
3617,003617.ogg,train/003617.ogg,7,Instrumental
624,000624.ogg,train/000624.ogg,2,Punk
9693,009693.ogg,train/009693.ogg,8,Pop
6087,006087.ogg,train/006087.ogg,0,Electronic
16614,016614.ogg,train/016614.ogg,7,Instrumental
11077,011077.ogg,train/011077.ogg,3,Experimental
978,000978.ogg,train/000978.ogg,3,Experimental
1981,001981.ogg,train/001981.ogg,6,Chiptune / Glitch
16075,016075.ogg,train/016075.ogg,1,Rock
12613,012613.ogg,train/012613.ogg,3,Experimental
15877,015877.ogg,train/015877.ogg,9,International
5144,005144.ogg,train/005144.ogg,8,Pop
15349,015349.ogg,train/015349.ogg,1,Rock
13150,013150.ogg,train/013150.ogg,2,Punk
6962,006962.ogg,train/006962.ogg,15,Soul-RnB
5337,005337.ogg,train/005337.ogg,6,Chiptune / Glitch
11919,011919.ogg,train/011919.ogg,9,International
12902,012902.ogg,train/012902.ogg,1,Rock
11706,011706.ogg,train/011706.ogg,2,Punk
1393,001393.ogg,train/001393.ogg,3,Experimental
18365,018365.ogg,train/018365.ogg,3,Experimental
17635,017635.ogg,train/017635.ogg,0,Electronic
2884,002884.ogg,train/002884.ogg,5,Folk
8879,008879.ogg,train/008879.ogg,0,Electronic
12836,012836.ogg,train/012836.ogg,0,Electronic
12725,012725.ogg,train/012725.ogg,5,Folk
23515,023515.ogg,train/023515.ogg,0,Electronic
3060,003060.ogg,train/003060.ogg,0,Electronic
19569,019569.ogg,train/019569.ogg,3,Experimental
5428,005428.ogg,train/005428.ogg,2,Punk
22011,022011.ogg,train/022011.ogg,1,Rock
11267,011267.ogg,train/011267.ogg,3,Experimental
16377,016377.ogg,train/016377.ogg,2,Punk
